date,zip,confirmed_cases,total_tested,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-7-7,60002,119,1685,0,10,19,24,25,21,16,0,0,61,58,0,53,6,25,0,0,28,0,0
2020-7-7,60004,385,8343,0,32,60,54,58,60,42,25,50,167,190,28,119,9,151,19,17,69,0,0
2020-7-7,60005,228,4110,0,10,35,39,39,34,26,19,26,103,125,0,64,13,81,7,10,52,0,0
2020-7-7,60007,377,3709,0,16,38,35,49,51,52,54,82,173,200,0,123,0,161,15,12,58,0,0
2020-7-7,60008,356,4177,0,27,39,68,79,65,49,20,9,189,164,0,58,0,125,11,6,151,0,0
2020-7-7,60010,180,3721,0,19,23,24,13,36,25,15,25,94,85,0,88,0,69,0,8,9,0,0
2020-7-7,60012,90,841,0,0,0,0,6,15,0,12,43,39,50,0,66,0,11,0,0,8,0,0
2020-7-7,60013,125,1656,0,13,21,21,18,25,21,0,0,56,69,0,68,0,9,0,0,45,0,0
2020-7-7,60014,330,4039,0,32,38,58,51,50,41,25,35,142,186,0,195,11,12,0,9,100,0,0
2020-7-7,60015,198,2954,0,10,20,17,26,31,20,30,44,79,118,0,135,6,24,13,10,9,0,0
2020-7-7,60016,1154,8321,0,62,187,168,177,214,188,73,84,554,571,29,253,52,320,115,183,216,7,8
2020-7-7,60018,693,4873,0,39,122,103,126,111,74,39,79,326,350,17,119,13,244,27,25,261,0,0
2020-7-7,60020,45,1037,0,0,0,10,11,8,8,0,0,18,26,0,19,0,13,0,0,8,0,0
2020-7-7,60021,22,354,0,0,6,0,0,8,0,0,0,7,15,0,17,0,0,0,0,0,0,0
2020-7-7,60022,34,780,0,6,8,0,0,9,0,0,0,19,15,0,24,0,0,0,0,0,0,0
2020-7-7,60025,401,4813,0,19,52,44,87,78,50,28,43,194,184,23,169,7,77,45,47,52,0,0
2020-7-7,60026,161,2731,0,0,13,17,20,23,13,19,52,51,101,9,73,0,30,16,24,13,0,0
2020-7-7,60029,8,94,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2020-7-7,60030,215,3556,0,24,51,27,29,36,29,10,9,104,104,7,97,13,23,11,8,61,0,0
2020-7-7,60031,375,4391,0,35,75,62,50,69,38,18,28,167,204,0,118,48,42,24,26,113,0,0
2020-7-7,60033,233,1488,0,35,39,43,53,36,15,7,0,109,124,0,33,0,6,0,0,189,0,0
2020-7-7,60035,292,4361,0,15,48,47,45,44,26,28,39,148,142,0,144,14,38,21,8,64,0,0
2020-7-7,60040,181,948,0,12,12,26,29,28,17,22,35,80,95,6,65,0,15,0,0,94,0,0
2020-7-7,60041,55,842,0,0,11,10,8,11,7,0,0,26,29,0,25,0,8,0,0,17,0,0
2020-7-7,60042,51,626,0,0,13,8,10,9,0,0,0,23,28,0,17,0,6,0,0,25,0,0
2020-7-7,60043,19,284,0,0,0,0,0,9,0,0,0,9,10,0,15,0,0,0,0,0,0,0
2020-7-7,60044,113,1409,0,6,9,13,7,12,9,15,42,45,68,0,60,10,9,7,15,12,0,0
2020-7-7,60045,136,2499,0,7,26,9,22,30,22,8,12,73,62,0,98,0,19,7,6,0,0,0
2020-7-7,60046,232,2926,0,27,33,35,30,50,28,8,21,116,115,0,100,14,31,11,9,66,0,0
2020-7-7,60047,480,4939,0,30,29,30,50,59,58,74,150,210,269,0,301,0,117,8,8,43,0,0
2020-7-7,60048,178,2718,0,10,16,13,26,15,21,22,55,77,98,0,127,8,21,7,0,11,0,0
2020-7-7,60050,243,2894,0,12,24,27,46,41,38,29,26,123,119,0,132,0,12,0,10,83,0,0
2020-7-7,60051,135,1968,0,8,23,14,26,30,22,8,0,65,69,0,88,0,0,0,0,36,0,0
2020-7-7,60053,330,3108,0,11,33,56,44,56,69,30,31,164,166,0,89,15,81,38,73,25,0,0
2020-7-7,60056,674,6056,0,39,108,137,153,123,66,26,22,333,333,8,133,15,199,42,54,224,0,0
