date,zip,confirmed_cases,total_tested,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-7-19,60002,130,2005,0,14,20,24,26,22,18,0,0,68,62,0,58,8,28,0,0,29,0,0
2020-7-19,60004,414,9797,0,36,68,60,61,65,42,27,51,181,205,28,125,10,163,21,18,76,0,0
2020-7-19,60005,258,5012,0,20,44,43,40,36,26,20,29,119,139,0,78,13,91,12,10,53,0,0
2020-7-19,60007,385,4337,0,18,40,37,50,52,52,54,82,180,202,0,126,0,166,15,12,58,0,0
2020-7-19,60008,390,4810,0,32,49,71,81,75,50,22,10,203,184,0,69,6,145,12,6,152,0,0
2020-7-19,60010,244,4911,0,39,41,26,21,44,30,16,27,130,113,0,106,0,111,8,8,9,0,0
2020-7-19,60012,98,1086,0,0,9,0,6,15,0,13,43,45,52,0,72,0,11,0,0,8,0,0
2020-7-19,60013,165,2147,0,18,30,26,23,35,25,0,0,73,92,0,96,0,15,0,0,49,0,0
2020-7-19,60014,380,4931,0,43,48,64,63,55,44,25,38,162,216,0,225,11,16,0,11,113,0,0
2020-7-19,60015,216,3751,0,14,24,19,28,32,23,31,45,88,128,0,147,7,26,15,11,9,0,0
2020-7-19,60016,1205,9870,0,66,200,177,181,224,192,75,89,577,601,27,272,57,330,119,192,220,7,8
2020-7-19,60018,716,5823,0,43,126,106,131,112,77,41,80,338,363,15,129,14,251,26,29,263,0,0
2020-7-19,60020,51,1243,0,0,6,11,11,10,8,0,0,21,29,0,21,0,15,0,0,8,0,0
2020-7-19,60021,31,444,0,0,8,0,0,11,0,0,0,11,20,0,24,0,0,0,0,0,0,0
2020-7-19,60022,41,1037,0,8,10,0,0,11,0,0,0,23,18,0,28,0,0,0,0,0,0,0
2020-7-19,60025,461,5990,0,53,61,46,93,84,51,29,44,224,214,23,211,7,86,51,48,54,0,0
