date,zip,confirmed_cases,total_tested,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-7-20,60002,132,2029,0,15,20,24,26,23,18,0,0,70,62,0,59,8,29,0,0,29,0,0
2020-7-20,60004,414,9891,0,36,68,60,61,64,42,28,52,181,205,28,127,9,162,21,19,75,0,0
2020-7-20,60005,265,5060,0,22,45,43,43,37,26,20,29,122,143,0,80,13,96,12,10,53,0,0
2020-7-20,60007,385,4374,0,18,40,37,50,52,52,54,82,180,202,0,126,0,166,15,12,58,0,0
2020-7-20,60008,394,4846,0,33,50,71,81,77,50,22,10,204,187,0,70,6,148,12,6,152,0,0
2020-7-20,60010,245,5007,0,39,41,27,21,44,29,16,28,130,114,0,106,0,110,9,9,9,0,0
2020-7-20,60012,98,1102,0,0,9,0,6,15,0,13,43,45,52,0,72,0,11,0,0,8,0,0
2020-7-20,60013,166,2183,0,18,30,26,23,36,25,0,0,74,92,0,96,0,16,0,0,49,0,0
2020-7-20,60014,385,5006,0,43,53,64,63,55,44,25,38,164,219,0,225,11,19,0,11,115,0,0
2020-7-20,60015,217,3835,0,14,24,20,28,32,23,31,45,88,129,0,148,7,26,15,11,9,0,0
2020-7-20,60016,1211,9993,0,67,198,178,183,224,195,76,89,578,606,27,274,56,330,121,194,221,7,8
2020-7-20,60018,717,6039,0,43,126,107,131,112,77,41,80,339,363,15,130,14,249,27,29,264,0,0
2020-7-20,60020,52,1262,0,0,7,11,11,10,8,0,0,21,30,0,21,0,15,0,0,8,0,0
2020-7-20,60021,31,453,0,0,8,0,0,11,0,0,0,11,20,0,24,0,0,0,0,0,0,0
2020-7-20,60022,42,1053,0,9,10,0,0,11,0,0,0,24,18,0,29,0,0,0,0,0,0,0
2020-7-20,60025,462,6070,0,53,60,46,94,84,52,29,44,224,215,23,213,7,86,51,48,53,0,0
2020-7-20,60026,197,3844,0,20,18,18,20,28,14,22,57,71,114,12,89,0,42,23,26,12,0,0
2020-7-20,60029,12,124,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2020-7-20,60030,246,4526,0,26,62,34,32,38,31,14,9,116,124,6,114,14,26,13,10,67,0,0
2020-7-20,60031,404,5670,0,42,85,66,51,71,41,20,28,177,223,0,139,50,44,22,26,119,0,0
2020-7-20,60033,250,1851,0,37,42,46,55,39,17,9,0,116,132,0,40,0,6,0,0,199,0,0
2020-7-20,60035,311,5812,0,21,52,48,46,48,26,28,42,153,157,0,150,17,45,23,9,64,0,0
2020-7-20,60040,187,1080,0,13,14,28,30,27,17,23,35,83,100,0,65,0,15,0,0,100,0,0
2020-7-20,60041,62,1065,0,0,12,11,10,11,9,0,0,28,34,0,31,0,8,0,0,17,0,0
2020-7-20,60042,62,802,0,6,16,10,11,10,0,0,0,31,31,0,20,0,9,0,0,30,0,0
2020-7-20,60043,20,343,0,0,0,0,0,9,0,0,0,9,11,0,15,0,0,0,0,0,0,0
2020-7-20,60044,120,1815,0,7,10,13,10,12,10,15,43,49,71,0,64,10,11,7,15,13,0,0
2020-7-20,60045,139,3178,0,7,26,10,22,31,22,9,12,74,64,0,102,0,18,6,7,0,0,0
2020-7-20,60046,261,3704,0,29,41,38,38,55,31,8,21,132,128,0,113,14,37,15,11,69,0,0
