date,zip,confirmed_cases,total_tested,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-7-21,60002,133,2069,0,15,20,25,26,23,18,0,0,70,63,0,59,8,30,0,0,29,0,0
2020-7-21,60004,421,9976,0,36,71,61,62,66,42,28,52,185,208,28,127,9,166,21,20,77,0,0
2020-7-21,60005,266,5126,0,22,46,43,42,37,27,20,29,121,145,0,80,13,97,12,10,53,0,0
2020-7-21,60007,386,4413,0,18,40,37,50,53,52,54,82,180,203,0,128,0,165,15,12,58,0,0
2020-7-21,60008,396,4869,0,33,51,71,81,77,50,22,11,205,188,0,71,6,147,13,7,152,0,0
2020-7-21,60010,248,5085,0,40,41,27,21,45,29,16,29,132,115,0,108,0,110,9,9,10,0,0
2020-7-21,60012,98,1127,0,0,9,0,6,15,0,13,43,45,52,0,72,0,11,0,0,8,0,0
2020-7-21,60013,168,2227,0,19,31,26,23,36,25,0,0,75,93,0,98,0,14,0,0,51,0,0
2020-7-21,60014,396,5118,0,43,61,64,66,55,44,25,38,169,225,0,228,11,22,0,12,119,0,0
2020-7-21,60015,218,3905,0,15,24,20,28,32,23,31,45,88,130,0,149,7,26,15,11,9,0,0
2020-7-21,60016,1214,10078,0,68,198,178,183,226,195,76,89,579,608,27,274,56,330,122,194,223,7,8
2020-7-21,60018,722,6100,0,43,127,108,131,114,78,41,80,339,368,15,131,15,249,27,30,266,0,0
2020-7-21,60020,55,1293,0,0,8,12,11,11,8,0,0,24,30,0,21,0,18,0,0,8,0,0
2020-7-21,60021,32,464,0,0,8,0,0,11,0,0,0,12,20,0,25,0,0,0,0,0,0,0
2020-7-21,60022,42,1082,0,9,10,0,0,11,0,0,0,24,18,0,29,0,0,0,0,0,0,0
2020-7-21,60025,464,6225,0,54,61,46,94,84,52,29,44,224,217,23,214,7,87,51,48,53,0,0
2020-7-21,60026,199,3921,0,20,18,18,20,28,15,23,57,73,114,12,90,0,43,23,26,12,0,0
2020-7-21,60029,12,127,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2020-7-21,60030,252,4639,0,26,64,36,32,38,33,14,9,119,127,6,117,14,29,13,10,67,0,0
2020-7-21,60031,410,5760,0,43,86,67,51,73,42,20,28,178,228,0,140,52,45,22,26,121,0,0
2020-7-21,60033,252,1863,0,37,44,46,55,39,17,9,0,117,133,0,41,0,7,0,0,199,0,0
2020-7-21,60035,315,5967,0,23,53,48,46,48,26,28,43,156,158,0,151,17,48,23,9,64,0,0
2020-7-21,60040,186,1097,0,13,14,27,30,27,17,23,35,82,100,0,64,0,15,0,0,100,0,0
2020-7-21,60041,63,1082,0,0,13,11,10,11,9,0,0,29,34,0,32,0,8,0,0,17,0,0
2020-7-21,60042,62,819,0,6,16,10,11,10,0,0,0,31,31,0,20,0,9,0,0,30,0,0
2020-7-21,60043,20,352,0,0,0,0,0,9,0,0,0,9,11,0,15,0,0,0,0,0,0,0
2020-7-21,60044,121,1850,0,7,10,14,10,12,10,15,43,49,72,0,64,11,11,7,15,13,0,0
2020-7-21,60045,139,3232,0,8,26,10,22,31,22,9,11,73,65,0,101,0,19,6,7,0,0,0
2020-7-21,60046,267,3782,0,29,42,39,39,57,31,9,21,134,132,0,115,14,38,16,12,70,0,0
2020-7-21,60047,582,7325,0,92,40,33,51,71,61,77,157,261,318,0,340,0,168,13,10,47,0,0
2020-7-21,60048,201,3589,0,20,19,17,29,16,22,23,55,92,107,0,141,8,24,8,0,16,0,0
2020-7-21,60050,267,3680,0,17,29,30,50,46,40,30,25,131,136,0,150,0,12,0,10,89,0,0
2020-7-21,60051,156,2471,0,8,30,16,28,35,26,8,0,74,81,0,102,0,9,0,0,37,0,0
2020-7-21,60053,342,4152,0,11,34,57,46,60,71,30,33,172,170,0,94,15,85,39,73,27,0,0
2020-7-21,60056,709,7435,0,44,114,142,159,129,69,29,23,348,353,8,145,17,213,45,56,227,0,0
2020-7-21,60060,500,4322,0,52,107,66,97,104,59,7,8,251,246,0,99,7,66,33,20,273,0,0
2020-7-21,60061,216,3189,0,16,47,32,37,37,20,9,18,106,110,0,80,8,31,13,20,62,0,0
2020-7-21,60062,384,8184,0,18,45,31,45,61,60,42,82,176,201,7,188,6,99,35,30,23,0,0
2020-7-21,60064,688,2729,0,110,185,95,100,87,71,25,15,391,288,9,126,141,61,25,21,311,0,0
