date,zip,confirmed_cases,total_tested,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-8-1,60002,151,2472,0,18,26,27,28,24,20,6,0,78,73,0,71,8,32,0,0,32,0,0
2020-8-1,60004,439,11377,0,40,80,63,63,69,42,29,52,201,213,25,141,7,177,20,19,74,0,0
2020-8-1,60005,282,5957,0,27,48,45,46,40,28,20,28,128,153,0,93,13,99,12,11,53,0,0
2020-8-1,60007,409,5074,0,19,43,48,53,57,53,53,83,188,218,0,139,0,175,16,12,59,0,0
2020-8-1,60008,425,5445,0,39,57,72,86,82,52,24,13,219,203,0,89,7,153,15,7,154,0,0
2020-8-1,60010,296,6250,0,45,54,29,29,53,36,20,30,157,138,0,136,0,121,13,13,11,0,0
2020-8-1,60012,112,1306,0,6,13,6,8,15,8,13,43,52,59,0,81,0,15,0,0,9,0,0
2020-8-1,60013,195,2773,0,21,38,32,26,39,30,6,0,91,104,0,111,0,26,0,0,52,0,0
2020-8-1,60014,466,6034,0,62,79,74,77,59,48,29,38,200,264,0,265,12,41,0,12,131,0,0
2020-8-1,60015,234,4680,0,25,27,20,28,35,23,31,45,93,141,0,159,7,31,15,11,9,0,0
2020-8-1,60016,1263,11402,0,73,212,190,190,229,201,79,89,607,630,26,288,57,343,129,198,234,6,8
2020-8-1,60018,748,6724,0,46,134,112,135,118,80,42,81,354,379,15,137,16,257,31,30,273,0,0
2020-8-1,60020,69,1541,0,7,12,15,13,12,9,0,0,29,39,0,29,0,22,0,0,10,0,0
2020-8-1,60021,34,548,0,0,9,0,0,11,0,0,0,12,22,0,28,0,0,0,0,0,0,0
2020-8-1,60022,49,1350,0,10,12,0,0,14,0,0,0,27,22,0,35,0,6,0,0,0,0,0
2020-8-1,60025,506,7330,0,61,77,50,99,89,56,29,45,239,243,24,233,7,98,60,51,53,0,0
2020-8-1,60026,207,4407,0,21,21,18,22,28,16,24,57,76,119,12,97,0,44,23,26,12,0,0
2020-8-1,60029,12,144,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2020-8-1,60030,294,5515,0,33,78,43,37,44,35,15,9,141,146,7,127,19,39,19,10,78,0,0
2020-8-1,60031,458,6843,0,48,99,71,60,80,49,23,28,201,253,0,159,58,59,25,24,129,0,0
