date,zip,confirmed_cases,total_tested,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-7-13,60002,124,1846,0,13,19,24,25,21,17,0,0,66,58,0,56,8,25,0,0,28,0,0
2020-7-13,60004,400,9095,0,36,64,57,59,62,41,27,50,175,197,28,122,9,158,21,17,72,0,0
2020-7-13,60005,251,4538,0,20,40,40,42,35,26,19,29,114,137,0,67,13,96,11,10,53,0,0
2020-7-13,60007,383,4020,0,17,39,37,49,52,52,54,83,177,203,0,125,0,165,15,12,58,0,0
2020-7-13,60008,373,4568,0,30,44,69,80,70,50,20,10,197,173,0,63,0,135,12,6,152,0,0
2020-7-13,60010,210,4259,0,28,33,26,15,39,26,16,27,114,95,0,96,0,88,7,8,9,0,0
2020-7-13,60012,95,967,0,0,8,0,6,15,0,12,43,42,52,0,69,0,12,0,0,8,0,0
2020-7-13,60013,140,1892,0,15,25,22,18,30,23,0,0,62,78,0,77,0,13,0,0,46,0,0
2020-7-13,60014,354,4433,0,36,44,62,58,52,41,25,36,150,202,0,210,11,14,0,11,105,0,0
2020-7-13,60015,211,3323,0,13,23,18,28,32,21,31,45,85,124,0,144,6,25,15,11,9,0,0
2020-7-13,60016,1173,9118,0,63,193,170,179,217,189,75,86,565,581,27,264,55,320,114,188,217,7,8
2020-7-13,60018,708,5373,0,42,124,106,128,112,75,40,81,335,357,16,125,13,248,27,29,262,0,0
2020-7-13,60020,49,1135,0,0,0,11,11,10,8,0,0,21,27,0,19,0,15,0,0,8,0,0
2020-7-13,60021,28,394,0,0,8,0,0,9,0,0,0,10,18,0,21,0,0,0,0,0,0,0
2020-7-13,60022,37,913,0,6,9,0,0,11,0,0,0,20,17,0,27,0,0,0,0,0,0,0
2020-7-13,60025,442,5373,0,48,58,45,88,81,50,29,43,212,207,23,203,7,80,48,47,53,0,0
2020-7-13,60026,184,3261,0,15,15,18,20,26,14,22,54,62,107,15,85,0,38,19,25,12,0,0
2020-7-13,60029,11,108,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2020-7-13,60030,225,3984,0,25,56,27,30,36,29,13,9,108,110,7,105,13,24,12,8,61,0,0
2020-7-13,60031,389,5110,0,39,79,63,52,69,40,18,29,172,213,0,129,49,44,22,26,115,0,0
2020-7-13,60033,240,1652,0,36,40,44,54,37,16,8,0,113,127,0,37,0,0,0,0,193,0,0
2020-7-13,60035,302,5016,0,18,51,48,45,46,26,27,41,149,151,0,146,16,43,22,8,64,0,0
2020-7-13,60040,182,1018,0,12,12,26,29,28,17,23,35,80,96,6,65,0,15,0,0,95,0,0
2020-7-13,60041,56,948,0,0,11,10,9,11,7,0,0,26,30,0,26,0,8,0,0,17,0,0
2020-7-13,60042,57,704,0,0,14,10,11,9,0,0,0,27,30,0,19,0,9,0,0,26,0,0
