date,zip,confirmed_cases,total_tested,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-7-15,60002,130,1898,0,14,20,24,26,22,18,0,0,68,62,0,58,8,28,0,0,29,0,0
2020-7-15,60004,404,9294,0,36,65,57,61,63,41,27,50,177,199,28,122,9,158,21,18,75,0,0
2020-7-15,60005,255,4673,0,20,42,41,42,35,26,20,29,116,139,0,69,13,98,11,10,53,0,0
2020-7-15,60007,384,4114,0,18,40,37,49,52,52,54,82,178,203,0,125,0,166,15,12,58,0,0
2020-7-15,60008,378,4617,0,32,44,69,80,73,50,20,10,199,176,0,66,0,137,12,6,152,0,0
2020-7-15,60010,222,4424,0,32,37,26,17,40,27,16,27,119,102,0,102,0,93,8,8,9,0,0
2020-7-15,60012,97,1007,0,0,9,0,6,15,0,13,43,43,53,0,70,0,12,0,0,8,0,0
2020-7-15,60013,150,1963,0,15,29,24,20,31,23,0,0,67,83,0,88,0,11,0,0,47,0,0
2020-7-15,60014,366,4625,0,41,46,63,61,52,42,25,36,155,209,0,217,11,17,0,11,107,0,0
2020-7-15,60015,212,3462,0,13,23,18,28,32,22,31,45,85,125,0,145,6,25,15,11,9,0,0
2020-7-15,60016,1184,9339,0,63,196,173,180,220,189,75,87,570,587,27,267,57,322,116,189,218,7,8
2020-7-15,60018,712,5465,0,42,124,107,130,112,76,40,81,336,361,15,127,13,250,26,29,263,0,0
2020-7-15,60020,50,1158,0,0,0,11,11,10,8,0,0,21,28,0,20,0,15,0,0,8,0,0
2020-7-15,60021,31,412,0,0,8,0,0,11,0,0,0,11,20,0,23,0,0,0,0,0,0,0
2020-7-15,60022,38,946,0,7,9,0,0,11,0,0,0,21,17,0,28,0,0,0,0,0,0,0
2020-7-15,60025,457,5615,0,52,60,45,92,84,51,29,44,222,212,23,209,7,87,50,47,53,0,0
2020-7-15,60026,187,3454,0,18,16,18,20,27,14,20,54,66,109,12,87,0,37,21,25,12,0,0
2020-7-15,60029,12,112,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2020-7-15,60030,229,4100,0,25,58,28,30,36,29,13,10,109,113,7,108,13,24,12,8,62,0,0
2020-7-15,60031,394,5257,0,40,82,64,51,69,40,19,29,173,217,0,132,49,45,23,26,115,0,0
2020-7-15,60033,243,1707,0,36,42,44,54,37,16,9,0,114,128,0,37,0,7,0,0,194,0,0
2020-7-15,60035,305,5261,0,19,52,48,46,46,26,27,41,151,153,0,147,17,43,22,9,64,0,0
2020-7-15,60040,185,1036,0,13,13,28,29,27,17,23,35,82,98,0,65,0,15,0,0,98,0,0
2020-7-15,60041,57,971,0,0,12,10,9,11,7,0,0,26,31,0,27,0,8,0,0,17,0,0
2020-7-15,60042,59,727,0,6,14,10,11,9,0,0,0,28,31,0,20,0,9,0,0,27,0,0
2020-7-15,60043,19,318,0,0,0,0,0,9,0,0,0,9,10,0,15,0,0,0,0,0,0,0
2020-7-15,60044,116,1647,0,7,10,13,7,12,10,15,42,48,68,0,63,10,10,7,15,11,0,0
2020-7-15,60045,139,2929,0,7,26,10,22,31,22,9,12,74,64,0,101,0,18,7,7,0,0,0
2020-7-15,60046,248,3370,0,29,39,36,34,51,30,8,21,124,123,0,109,14,35,12,10,66,0,0
2020-7-15,60047,541,6170,0,74,33,32,50,63,61,74,154,246,293,0,323,0,150,10,9,46,0,0
2020-7-15,60048,194,3175,0,17,18,14,29,15,21,23,57,87,104,0,135,8,24,8,0,15,0,0
2020-7-15,60050,251,3295,0,15,27,26,47,43,39,29,25,127,124,0,141,0,11,0,10,83,0,0
2020-7-15,60051,147,2217,0,8,25,16,27,35,23,8,0,71,75,0,95,0,7,0,0,37,0,0
2020-7-15,60053,338,3788,0,11,35,57,46,58,69,30,32,169,169,0,92,15,83,41,71,27,0,0
2020-7-15,60056,694,6834,0,42,111,142,157,126,67,27,22,343,343,8,137,15,209,43,56,227,0,0
2020-7-15,60060,487,3934,0,49,104,64,92,104,59,7,8,245,239,0,98,7,62,32,20,266,0,0
2020-7-15,60061,202,2925,0,14,40,29,37,35,20,9,18,99,103,0,76,7,26,12,19,60,0,0
2020-7-15,60062,369,7388,0,17,39,28,43,61,59,42,80,168,193,8,183,6,91,33,30,23,0,0
2020-7-15,60064,682,2556,0,110,184,94,96,89,70,24,15,388,285,9,127,140,58,24,21,309,0,0
2020-7-15,60067,289,6102,0,32,52,42,37,43,31,22,30,114,167,8,113,9,102,14,9,37,0,0
2020-7-15,60068,367,5281,0,18,59,37,38,52,48,24,91,159,199,9,215,0,85,21,21,20,0,0
2020-7-15,60069,105,2718,0,0,16,9,7,15,9,18,30,43,62,0,63,0,23,6,0,6,0,0
2020-7-15,60070,287,2586,0,25,39,55,68,46,24,12,18,144,139,0,44,0,65,12,8,153,0,0
2020-7-15,60071,19,308,0,0,0,0,0,0,0,0,0,9,10,0,15,0,0,0,0,0,0,0
2020-7-15,60073,1162,8485,0,140,233,221,255,185,78,34,15,546,603,13,140,37,130,43,25,784,0,0
2020-7-15,60074,514,4507,0,43,92,118,100,86,51,12,12,240,267,7,64,17,164,14,16,238,0,0
2020-7-15,60076,582,5838,0,41,84,89,81,113,84,33,57,253,324,0,132,49,100,142,92,63,0,0
2020-7-15,60077,445,4641,0,23,60,91,78,75,64,34,20,210,232,0,103,29,76,77,76,70,12,0
2020-7-15,60079,13,131,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
2020-7-15,60081,50,734,0,0,17,0,10,0,8,0,0,22,28,0,35,0,0,0,0,9,0,0
2020-7-15,60083,115,1290,0,0,17,24,25,13,20,7,0,58,56,0,24,21,14,9,16,31,0,0
2020-7-15,60084,203,1681,0,17,34,30,41,22,10,26,23,85,117,0,68,0,41,0,0,86,0,0
2020-7-15,60085,2546,13309,0,271,479,439,504,473,270,76,33,1186,1315,45,199,197,278,60,11,1794,0,0
2020-7-15,60087,723,4830,0,88,133,104,143,127,71,30,27,329,385,9,82,61,90,29,14,445,0,0
2020-7-15,60088,249,763,0,67,126,38,8,0,0,0,0,167,82,0,119,58,22,6,12,31,0,0
2020-7-15,60089,356,4804,0,13,46,38,56,55,45,36,67,155,200,0,170,0,72,16,24,71,0,0
2020-7-15,60090,855,5840,0,54,134,132,151,135,98,47,104,421,420,14,137,10,235,38,31,399,0,0
2020-7-15,60091,188,3123,0,22,25,17,28,34,22,17,23,89,99,0,128,0,28,12,7,8,0,0
2020-7-15,60093,199,2652,0,31,40,24,33,41,12,9,9,109,86,0,108,0,28,10,7,44,0,0
2020-7-15,60096,49,619,0,0,8,8,11,8,0,0,0,25,24,0,27,0,0,0,0,10,0,0
2020-7-15,60097,50,929,0,0,12,0,6,11,12,0,0,24,26,0,39,0,0,0,0,8,0,0
2020-7-15,60098,402,4472,0,37,57,45,48,71,67,36,41,193,206,0,193,13,28,0,10,155,0,0
2020-7-15,60099,626,4865,0,96,125,98,129,85,45,32,16,273,345,8,69,146,59,23,10,319,0,0
2020-7-15,60101,864,5532,0,71,164,161,192,140,93,29,14,460,401,0,113,18,150,31,16,534,0,0
2020-7-15,60102,218,2841,0,26,41,35,34,46,22,7,7,108,109,0,106,7,29,0,21,50,0,0
2020-7-15,60103,336,4710,0,15,60,53,61,75,45,14,13,152,179,0,98,8,129,9,32,58,0,0
2020-7-15,60104,468,3429,0,35,85,58,86,96,53,42,13,230,232,6,25,227,89,18,0,103,0,0
2020-7-15,60106,563,4369,0,36,105,123,104,89,52,27,27,313,248,0,80,17,114,12,15,325,0,0
2020-7-15,60107,701,5891,0,46,141,132,135,134,69,36,7,348,338,15,63,13,291,16,41,263,11,0
2020-7-15,60108,365,4352,0,14,41,38,43,41,67,50,71,163,176,26,150,14,105,8,30,52,0,0
2020-7-15,60109,13,348,0,0,0,0,0,0,0,0,0,0,6,6,0,0,10,0,0,0,0,0
2020-7-15,60110,782,4168,0,101,152,129,192,124,61,17,6,393,376,13,67,19,255,7,8,426,0,0
2020-7-15,60112,32,458,0,0,0,6,7,7,0,0,0,14,18,0,8,0,0,0,0,20,0,0
2020-7-15,60115,326,4971,0,32,83,57,39,33,18,26,38,140,185,0,114,49,24,0,0,131,0,0
2020-7-15,60118,99,1478,0,0,27,20,13,14,7,8,0,47,51,0,40,0,32,0,0,19,0,0
2020-7-15,60119,44,980,0,0,12,8,9,9,0,0,0,24,20,0,20,0,13,0,0,11,0,0
2020-7-15,60120,1458,7288,0,133,314,248,305,238,114,53,53,689,748,21,123,37,416,16,18,831,16,0
2020-7-15,60123,979,7158,0,97,186,177,178,147,98,42,54,436,526,17,130,39,273,20,14,501,0,0
2020-7-15,60124,160,2238,0,13,24,28,27,27,18,11,12,76,82,0,47,0,57,7,15,28,0,0
2020-7-15,60126,417,6674,0,55,49,43,64,61,54,36,55,219,194,0,179,20,118,17,18,61,0,0
2020-7-15,60130,177,4071,0,0,27,30,38,25,28,18,8,79,93,0,37,66,32,14,0,25,0,0
2020-7-15,60131,383,2692,0,43,55,75,84,64,43,8,11,187,192,0,78,0,82,16,10,189,0,0
2020-7-15,60133,805,5688,0,77,168,141,158,158,72,21,10,394,390,21,73,31,258,21,39,372,10,0
2020-7-15,60134,227,3140,0,28,28,18,23,27,22,27,54,96,125,6,112,0,79,0,0,29,0,0
2020-7-15,60135,64,736,0,7,16,12,7,14,0,0,0,37,27,0,26,0,17,0,0,21,0,0
2020-7-15,60136,75,745,0,0,9,11,19,19,6,0,0,33,41,0,23,0,17,0,17,15,0,0
2020-7-15,60137,197,4232,0,16,46,38,31,27,25,6,8,101,95,0,71,12,57,0,9,41,0,0
2020-7-15,60139,705,4973,0,76,131,127,139,109,79,38,6,344,359,0,83,22,156,24,87,332,0,0
2020-7-15,60140,117,1672,0,0,26,31,26,15,9,0,0,59,58,0,45,0,41,0,0,25,0,0
2020-7-15,60141,24,981,0,0,0,0,0,0,0,6,0,18,6,0,6,6,8,0,0,0,0,0
2020-7-15,60142,137,2847,0,9,22,18,29,26,17,13,0,64,73,0,82,0,16,0,8,29,0,0
2020-7-15,60143,207,1723,0,8,20,24,25,28,44,28,30,99,108,0,79,0,63,0,15,39,0,0
2020-7-15,60145,10,181,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0
2020-7-15,60146,11,245,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2020-7-15,60148,451,6282,0,33,86,70,62,68,47,25,60,204,234,13,160,38,109,17,24,98,0,0
2020-7-15,60151,21,342,0,0,0,0,0,0,0,0,0,12,9,0,11,0,8,0,0,0,0,0
2020-7-15,60152,88,1145,0,0,8,18,15,12,8,8,15,41,47,0,52,0,0,0,0,31,0,0
2020-7-15,60153,554,3848,0,48,98,101,114,92,49,37,14,256,286,12,32,240,101,24,0,156,0,0
2020-7-15,60154,233,2907,0,18,29,33,36,35,36,31,15,104,127,0,37,67,51,19,10,48,0,0
2020-7-15,60155,190,1228,0,20,24,26,40,34,26,12,8,84,101,0,10,103,39,10,6,18,0,0
2020-7-15,60156,186,2426,0,16,48,22,33,39,18,7,0,97,89,0,91,10,18,0,11,53,0,0
2020-7-15,60157,12,244,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2020-7-15,60160,795,4361,0,84,146,167,162,126,61,28,21,401,374,20,119,25,193,38,0,417,0,0
2020-7-15,60162,181,1950,0,10,40,26,33,26,27,10,9,84,90,7,17,54,30,9,0,67,0,0
2020-7-15,60163,102,810,0,8,18,17,25,18,9,0,0,45,55,0,7,15,27,0,0,49,0,0
2020-7-15,60164,561,5335,0,40,111,80,108,117,58,23,24,301,250,10,106,6,141,25,11,271,0,0
2020-7-15,60165,186,773,0,24,39,33,35,28,15,10,0,88,96,0,24,0,42,11,0,102,0,0
2020-7-15,60169,443,4076,0,34,80,89,63,83,39,19,36,217,213,13,54,13,197,14,41,107,6,11
2020-7-15,60171,143,1468,0,13,28,25,27,25,22,0,0,72,71,0,39,0,40,6,0,51,0,0
2020-7-15,60172,259,2960,0,13,31,38,45,60,38,18,16,101,153,0,115,0,73,7,15,46,0,0
2020-7-15,60173,116,1201,0,7,21,22,19,24,8,0,12,53,60,0,16,0,46,8,16,23,0,0
2020-7-15,60174,231,4170,0,25,42,42,32,39,25,10,16,110,114,7,104,6,65,0,6,45,0,0
2020-7-15,60175,134,2227,0,16,29,18,16,29,16,10,0,64,69,0,67,0,46,0,6,11,0,0
2020-7-15,60176,179,1384,0,17,28,43,31,32,18,6,0,93,83,0,48,0,42,9,11,61,0,0
2020-7-15,60177,349,2954,0,25,45,53,30,48,34,45,69,134,174,41,86,9,162,8,13,70,0,0
2020-7-15,60178,84,2021,0,11,23,13,17,11,0,0,0,40,44,0,42,0,14,0,0,21,0,0
2020-7-15,60181,315,3418,0,26,54,57,59,52,35,22,10,143,170,0,81,17,65,17,14,121,0,0
2020-7-15,60184,10,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-7-15,60185,814,5338,0,85,131,182,156,131,76,40,13,415,381,18,88,11,188,9,22,496,0,0
2020-7-15,60187,185,4169,0,8,35,31,18,35,26,11,21,79,101,0,70,9,64,9,18,14,0,0
2020-7-15,60188,551,5465,0,40,82,91,86,83,58,37,74,254,290,7,142,31,159,19,59,137,0,0
2020-7-15,60189,132,3364,0,16,30,17,13,22,22,10,0,55,77,0,66,12,28,0,6,20,0,0
2020-7-15,60190,74,1703,0,0,12,12,11,17,10,6,0,35,38,0,35,0,22,0,0,13,0,0
2020-7-15,60191,241,1797,0,20,36,48,40,49,24,12,12,133,108,0,69,0,49,9,7,103,0,0
2020-7-15,60192,79,1346,0,0,8,13,15,19,9,7,0,31,47,0,22,0,34,0,11,0,0,0
2020-7-15,60193,307,5270,0,20,39,50,49,56,46,27,20,140,162,0,80,7,139,10,29,41,0,0
2020-7-15,60194,203,3283,0,16,28,42,34,26,17,12,28,85,114,0,39,0,90,7,18,42,0,0
2020-7-15,60195,21,392,0,0,0,0,0,0,0,0,0,8,11,0,0,0,8,0,0,0,0,0
2020-7-15,60201,359,6527,0,24,60,45,54,44,40,45,47,167,192,0,132,102,33,29,10,50,0,0
2020-7-15,60202,468,5259,0,29,58,59,70,65,59,36,92,193,272,0,137,127,56,35,14,99,0,0
