date,zip,confirmed_cases,total_tested,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-7-2,60002,119,1581,0,10,19,24,25,21,16,0,0,61,58,0,52,6,27,0,0,27,0,0
2020-7-2,60004,374,7827,0,31,56,51,59,58,41,25,49,160,186,28,118,9,140,18,17,71,0,0
2020-7-2,60005,220,3728,0,10,34,39,39,32,23,17,26,99,121,0,63,13,75,7,10,51,0,0
2020-7-2,60007,373,3366,0,16,37,34,49,50,52,54,81,170,199,0,122,0,161,14,11,57,0,0
2020-7-2,60008,354,3958,0,27,38,68,79,65,49,19,9,189,162,0,57,0,124,11,6,151,0,0
2020-7-2,60010,169,3287,0,14,22,24,12,33,24,15,25,88,80,0,86,0,60,0,8,9,0,0
2020-7-2,60012,88,781,0,0,0,0,6,14,0,12,43,38,49,0,65,0,10,0,0,8,0,0
2020-7-2,60013,117,1505,0,11,15,21,18,25,21,0,0,52,65,0,64,0,6,0,0,44,0,0
2020-7-2,60014,315,3653,0,27,37,54,51,49,39,25,33,135,178,0,182,11,11,0,9,99,0,0
2020-7-2,60015,193,2639,0,9,18,17,26,30,19,30,44,77,115,0,131,6,24,12,10,9,0,0
2020-7-2,60016,1138,7831,0,59,185,166,173,214,186,71,83,550,560,28,250,51,311,115,182,214,7,8
2020-7-2,60018,686,4523,0,38,120,102,126,111,71,39,79,321,348,17,117,12,239,27,25,262,0,0
2020-7-2,60020,44,970,0,0,0,10,10,8,8,0,0,18,25,0,19,0,12,0,0,8,0,0
2020-7-2,60021,22,331,0,0,6,0,0,8,0,0,0,7,15,0,17,0,0,0,0,0,0,0
2020-7-2,60022,31,705,0,6,8,0,0,8,0,0,0,16,15,0,23,0,0,0,0,0,0,0
2020-7-2,60025,392,4519,0,19,50,44,85,78,49,27,40,190,179,23,168,7,71,44,46,52,0,0
2020-7-2,60026,160,2391,0,0,12,17,20,22,13,20,52,51,100,9,72,6,29,16,24,13,0,0
2020-7-2,60029,8,84,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2020-7-2,60030,203,3246,0,23,47,26,28,32,29,9,9,97,99,7,89,12,21,11,8,60,0,0
2020-7-2,60031,371,4080,0,35,74,62,50,67,37,18,28,162,205,0,116,46,43,23,26,113,0,0
2020-7-2,60033,230,1414,0,35,37,42,53,36,15,7,0,107,123,0,32,0,0,0,0,188,0,0
2020-7-2,60035,287,3999,0,15,47,46,44,44,26,27,38,142,143,0,143,14,36,20,8,64,0,0
2020-7-2,60040,178,889,0,11,11,26,29,27,17,22,35,79,93,6,63,0,15,0,0,93,0,0
2020-7-2,60041,53,778,0,0,11,9,8,11,7,0,0,24,29,0,22,0,9,0,0,17,0,0
2020-7-2,60042,46,577,0,0,12,8,9,7,0,0,0,21,25,0,15,0,0,0,0,24,0,0
2020-7-2,60043,19,266,0,0,0,0,0,9,0,0,0,9,10,0,15,0,0,0,0,0,0,0
2020-7-2,60044,108,1280,0,6,6,13,6,12,9,15,41,43,65,0,57,10,8,7,15,11,0,0
2020-7-2,60045,132,2267,0,7,23,9,22,30,22,8,11,69,62,0,97,0,16,7,6,0,0,0
2020-7-2,60046,222,2712,0,22,33,34,29,46,29,8,21,114,107,0,93,14,30,11,9,64,0,0
2020-7-2,60047,454,4316,0,21,29,27,45,55,57,72,148,196,257,0,296,0,98,7,8,42,0,0
2020-7-2,60048,169,2402,0,8,16,12,23,15,21,21,53,76,92,0,119,8,22,7,0,9,0,0
2020-7-2,60050,240,2729,0,12,23,27,46,41,36,29,26,121,119,0,129,0,13,0,10,82,0,0
2020-7-2,60051,132,1841,0,8,23,14,26,28,21,8,0,63,68,0,85,0,0,0,0,36,0,0
2020-7-2,60053,325,2776,0,12,33,55,44,55,68,29,29,162,162,0,86,15,79,37,74,25,0,0
2020-7-2,60056,667,5626,0,38,105,136,152,124,66,25,21,331,328,8,132,15,197,40,54,222,0,0
2020-7-2,60060,464,3223,0,46,97,59,88,102,58,6,8,233,228,0,85,8,59,31,20,259,0,0
2020-7-2,60061,183,2449,0,11,36,29,31,31,19,8,18,89,94,0,70,0,22,9,19,56,0,0
2020-7-2,60062,351,5271,0,13,36,27,43,58,56,41,77,159,184,8,174,6,83,33,29,23,0,0
2020-7-2,60064,667,2219,0,109,182,90,93,85,69,24,15,380,278,9,126,136,59,20,21,302,0,0
2020-7-2,60067,252,4691,0,24,37,39,35,38,29,22,28,99,147,6,104,9,78,12,8,36,0,0
2020-7-2,60068,340,4030,0,14,48,35,33,47,47,25,91,144,187,9,203,0,77,15,21,19,0,0
2020-7-2,60069,95,1878,0,0,11,8,0,14,10,15,31,40,55,0,62,0,19,0,0,0,0,0
2020-7-2,60070,272,1924,0,22,37,55,64,45,20,12,17,136,132,0,40,0,59,11,7,150,0,0
2020-7-2,60071,15,254,0,0,0,0,0,0,0,0,0,7,8,0,13,0,0,0,0,0,0,0
2020-7-2,60073,1118,7224,0,131,220,212,248,183,75,34,14,527,578,13,126,35,124,39,25,767,0,0
2020-7-2,60074,480,3766,0,41,81,112,95,79,50,11,11,228,246,6,62,15,143,12,16,231,0,0
2020-7-2,60076,540,4985,0,38,80,80,76,104,76,31,55,234,301,0,121,47,96,125,89,58,0,0
2020-7-2,60077,434,3752,0,22,58,89,73,75,64,34,19,202,229,0,97,28,77,74,77,68,11,0
2020-7-2,60079,12,96,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2020-7-2,60081,43,616,0,0,13,0,10,0,8,0,0,20,23,0,31,0,0,0,0,8,0,0
2020-7-2,60083,104,1063,0,0,15,24,21,13,19,7,0,53,51,0,21,21,9,7,16,30,0,0
2020-7-2,60084,192,1386,0,15,33,30,36,20,10,25,23,79,112,0,62,0,39,0,0,83,0,0
2020-7-2,60085,2469,11263,0,255,459,423,493,467,266,74,32,1146,1277,46,182,189,280,54,11,1748,0,0
2020-7-2,60087,690,4157,0,80,121,101,137,124,70,30,27,318,362,10,76,58,93,26,13,422,0,0
2020-7-2,60088,153,586,0,35,72,30,7,0,0,0,0,99,54,0,79,39,8,0,6,19,0,0
2020-7-2,60089,327,3713,0,11,30,35,56,51,44,36,64,141,185,0,152,0,65,13,23,71,0,0
2020-7-2,60090,832,4812,0,49,128,126,149,132,97,48,103,412,407,13,128,10,226,37,30,396,0,0
2020-7-2,60091,174,2398,0,19,21,16,27,31,20,17,23,84,90,0,118,0,26,11,6,8,0,0
2020-7-2,60093,188,2129,0,29,36,23,33,40,11,9,7,100,84,0,101,0,24,10,7,44,0,0
2020-7-2,60096,41,506,0,0,7,7,8,8,0,0,0,19,22,0,24,0,0,0,0,7,0,0
2020-7-2,60097,45,778,0,0,10,0,0,10,11,0,0,21,24,0,35,0,0,0,0,7,0,0
2020-7-2,60098,357,3553,0,33,51,36,43,65,63,33,33,175,180,0,172,11,16,0,9,146,0,0
2020-7-2,60099,592,3944,0,88,114,94,125,80,43,32,16,256,329,7,66,138,56,18,10,304,0,0
2020-7-2,60101,834,4748,0,64,158,158,188,135,89,28,14,447,384,0,106,18,147,27,14,520,0,0
2020-7-2,60102,184,2341,0,19,32,29,31,39,19,7,8,88,96,0,84,7,26,0,15,47,0,0
2020-7-2,60103,310,3807,0,12,53,49,60,70,43,11,12,134,171,0,91,7,115,8,32,55,0,0
2020-7-2,60104,441,3012,0,29,80,54,84,91,49,42,12,219,217,0,25,215,79,17,0,99,0,0
2020-7-2,60106,530,3289,0,35,100,116,101,86,51,22,19,299,229,0,72,12,107,12,14,313,0,0
2020-7-2,60107,682,4767,0,45,135,130,130,134,66,34,7,341,325,16,63,13,279,15,39,260,10,0
2020-7-2,60108,343,3517,0,13,35,37,37,40,63,49,69,152,166,25,137,14,97,8,29,53,0,0
2020-7-2,60109,11,334,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0
2020-7-2,60110,758,3642,0,93,145,126,189,122,61,17,0,384,362,12,63,19,249,6,6,415,0,0
2020-7-2,60112,29,380,0,0,0,6,7,6,0,0,0,14,15,0,0,0,0,0,0,20,0,0
2020-7-2,60115,303,4353,0,30,71,52,37,32,18,25,38,130,173,0,106,39,24,0,0,126,0,0
2020-7-2,60118,90,1222,0,0,21,20,13,13,6,8,0,44,45,0,36,0,30,0,0,17,0,0
2020-7-2,60119,39,790,0,0,11,8,8,8,0,0,0,22,17,0,17,0,12,0,0,10,0,0
2020-7-2,60120,1410,6424,0,125,298,243,297,229,111,52,55,669,720,21,115,35,405,16,18,804,16,0
2020-7-2,60123,956,6164,0,94,184,171,171,146,94,42,54,427,512,17,124,38,265,20,13,494,0,0
2020-7-2,60124,142,1856,0,12,19,25,24,25,15,10,12,73,67,0,43,0,50,0,14,24,0,0
2020-7-2,60126,330,4923,0,18,40,40,58,46,43,33,52,165,162,0,138,18,82,14,17,58,0,0
2020-7-2,60130,169,3200,0,0,25,26,38,25,28,18,7,77,87,0,31,64,32,14,0,25,0,0
2020-7-2,60131,367,2360,0,39,53,72,80,62,42,8,11,178,185,0,75,0,79,15,10,180,0,0
2020-7-2,60133,781,4817,0,72,164,137,155,152,70,21,10,384,376,21,70,28,253,21,38,360,10,0
2020-7-2,60134,188,2443,0,20,20,13,19,18,18,26,54,76,109,0,90,0,65,0,0,26,0,0
2020-7-2,60135,47,617,0,0,13,9,0,10,0,0,0,27,20,0,18,0,9,0,0,20,0,0
2020-7-2,60136,65,593,0,0,9,9,17,16,0,0,0,28,36,0,16,0,20,0,11,15,0,0
2020-7-2,60137,171,3280,0,9,36,38,28,24,22,6,8,86,85,0,62,11,45,0,8,39,0,0
2020-7-2,60139,668,4250,0,73,118,122,132,107,74,36,0,326,340,0,78,18,137,24,85,325,0,0
2020-7-2,60140,105,1393,0,0,23,28,23,14,9,0,0,52,53,0,39,0,38,0,0,24,0,0
2020-7-2,60141,26,848,0,0,0,0,0,0,0,7,0,20,6,0,0,6,8,6,0,0,0,0
2020-7-2,60142,118,2260,0,8,18,16,26,22,14,11,0,55,63,0,75,0,10,0,7,25,0,0
2020-7-2,60143,202,1524,0,7,20,23,24,27,43,28,30,98,104,0,80,0,60,0,14,39,0,0
2020-7-2,60145,7,145,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0
2020-7-2,60146,9,219,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2020-7-2,60148,407,5084,0,30,69,61,60,58,44,25,60,176,218,13,147,35,88,15,24,93,0,0
2020-7-2,60151,19,290,0,0,0,0,0,0,0,0,0,11,8,0,9,0,8,0,0,0,0,0
2020-7-2,60152,85,920,0,0,7,16,15,12,8,8,15,39,46,0,50,0,0,0,0,31,0,0
2020-7-2,60153,534,3376,0,45,94,100,109,88,47,36,14,247,275,12,29,233,97,24,0,150,0,0
2020-7-2,60154,218,2433,0,17,23,31,37,31,35,30,14,101,115,0,37,63,48,16,8,45,0,0
2020-7-2,60155,182,1085,0,19,22,24,38,34,25,12,8,78,99,0,10,101,36,10,6,15,0,0
2020-7-2,60156,166,1969,0,14,40,22,29,36,17,0,0,87,79,0,79,10,13,0,11,51,0,0
2020-7-2,60157,12,204,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2020-7-2,60160,778,3951,0,82,143,166,158,125,58,26,20,391,367,20,115,25,188,37,0,410,0,0
2020-7-2,60162,175,1684,0,10,36,26,33,25,26,10,9,80,88,7,17,52,27,9,0,66,0,0
2020-7-2,60163,101,691,0,8,18,16,25,18,9,0,0,44,55,0,7,15,26,0,0,49,0,0
2020-7-2,60164,546,4479,0,39,104,78,107,116,57,22,23,291,245,10,102,6,136,25,11,265,0,0
2020-7-2,60165,186,714,0,24,39,33,35,28,15,10,0,88,96,0,24,0,42,11,0,102,0,0
2020-7-2,60169,420,3470,0,33,75,84,60,82,37,17,32,208,201,11,51,13,184,14,38,103,6,11
2020-7-2,60171,135,1204,0,12,27,22,27,24,20,0,0,68,67,0,34,0,41,6,0,48,0,0
2020-7-2,60172,244,2359,0,11,28,34,42,57,36,18,18,92,147,0,112,0,59,7,15,47,0,0
2020-7-2,60173,111,1002,0,7,21,19,19,22,8,0,12,54,54,0,14,0,44,8,16,22,0,0
2020-7-2,60174,204,3059,0,17,37,37,29,37,23,10,14,97,100,7,93,6,52,0,0,44,0,0
2020-7-2,60175,114,1801,0,13,24,13,15,26,14,9,0,57,56,0,55,0,40,0,6,10,0,0
2020-7-2,60176,174,1155,0,17,26,40,29,33,18,7,0,91,80,0,49,0,41,9,10,57,0,0
2020-7-2,60177,292,2264,0,23,40,47,28,37,26,35,56,111,140,41,75,7,133,0,13,58,0,0
2020-7-2,60178,71,1678,0,7,16,13,15,11,0,0,0,36,35,0,35,0,11,0,0,20,0,0
2020-7-2,60181,291,2801,0,19,48,53,56,51,33,21,10,131,158,0,70,17,56,18,14,116,0,0
2020-7-2,60184,8,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-7-2,60185,773,4415,0,75,121,174,149,128,74,39,13,390,366,17,84,10,163,8,21,487,0,0
2020-7-2,60187,157,3112,0,7,27,26,13,32,26,8,18,67,88,0,64,8,46,8,16,14,0,0
2020-7-2,60188,518,4421,0,35,77,77,83,80,56,36,74,239,273,6,139,28,140,18,60,129,0,0
2020-7-2,60189,122,2562,0,13,30,16,12,20,19,10,0,52,70,0,59,11,27,0,6,19,0,0
2020-7-2,60190,58,1310,0,0,9,10,8,11,10,0,0,27,30,0,30,0,11,0,0,13,0,0
2020-7-2,60191,230,1558,0,17,33,48,37,47,24,12,12,130,100,0,63,0,45,8,7,103,0,0
2020-7-2,60192,70,1094,0,0,8,12,13,17,7,7,0,29,40,0,17,0,32,0,11,0,0,0
2020-7-2,60193,286,4204,0,17,35,46,44,56,44,24,20,132,151,0,75,7,126,10,29,38,0,0
